Transaction_ID,Order_ID,Customer_ID,Customer_Name,Customer_Age,Customer_Gender,Customer_Segment,Order_Date,Order_Time,Sales_Channel,Store_ID,Store_Name,Country,Region,City,Product_ID,Product_Name,Product_Category,Product_Subcategory,Quantity,Unit_Price,Discount_Percentage,Sales_Amount,Cost_Amount,Profit,Payment_Method,Order_Status,Shipping_Method,Delivery_Days,Return_Flag,Return_Reason,Sales_Representative,Promotion_Code,Customer_Rating,Inventory_Level,Total Order Value,Inventory Status,Amount after discount,Order_Year,charged Amount %
T02015142,O0115142,C00627,David Nelson,24,Male,Consumer,23-02-2024 00:00,0.760208333,Online,AUS-01,Austin Business,United States,South,Austin,P008,SmartDock USB-C,Electronics,Accessories,1,124.33,0,124.33,87.74,36.6,Credit Card,Completed,Standard,4,No,Not Returned,Noah Wilson,Not Avl,4,72,124.33,IN Stock,124.33,2024,100
T02012836,O0106418,C03303,Chloe Allen,31,Female,Consumer,14-12-2024 00:00,0.832951389,Retail Store,AUS-01,Austin Business,United States,South,Austin,P002,ProBook 16 Laptop,Electronics,Laptops,3,1295.26,5,3691.5,3080.02,611.48,Credit Card,Completed,Pickup,0,No,Not Returned,Michael Clark,BACK2WORK,0,76,3885.78,IN Stock,3506.925,2024,95
T02000360,O0100360,C00199,Ava Walker,44,Male,Consumer,15-08-2023 00:00,0.43130787,Phone Order,LON-01,London City,United Kingdom,England,London,P027,Security Camera,Electronics,Cameras,1,160.28,0,160.28,112.28,48,Credit Card,Completed,Standard,5,No,Not Returned,Henry White,SPRING15,5,80,160.28,IN Stock,160.28,2023,100
T02011577,O0111577,C02236,Henry Taylor,53,Female,Corporate,13-01-2023 00:00,0.485219907,Phone Order,LA-01,Los Angeles Downtown,United States,West,Los Angeles,P016,Laser Toner,Office Supplies,Consumables,1,113.45,0,113.45,87.54,25.91,Debit Card,Processing,Express,1,No,Not Returned,Emma Carter,SUMMER10,4,74,113.45,IN Stock,113.45,2023,100
T02000856,O0100428,C02308,Samuel Thompson,39,Female,Consumer,29-09-2023 00:00,0.537025463,B2B Portal,TOR-01,Toronto Central,Canada,Ontario,Toronto,P007,NoiseCancel Headset,Electronics,Audio,4,152.1,0,608.39,417.77,190.61,Credit Card,Completed,Standard,4,No,Not Returned,Emma Carter,CORP5,5,63,608.4,IN Stock,608.39,2023,100
T02011686,O0105843,C02557,Lucas Baker,45,Male,New Customer,31-03-2022 00:00,0.689618056,Online,LA-01,Los Angeles Downtown,United States,West,Los Angeles,P020,Presentation Kit,Office Supplies,Presentation,3,86.73,0,260.19,176.67,83.52,Bank Transfer,Shipped,Standard,5,No,Not Returned,Michael Clark,HOLIDAY20,2,75,260.19,IN Stock,260.19,2022,100
T02007076,O0107076,C00783,Thomas King,53,Female,Returning Customer,08-03-2025 00:00,0.82462963,Online,VAN-01,Vancouver West,Canada,British Columbia,Vancouver,P002,ProBook 16 Laptop,Electronics,Laptops,1,1425.09,0,1425.09,1094.07,331.03,PayPal,Completed,Express,2,No,Not Returned,Olivia Martin,Not Avl,3,97,1425.09,IN Stock,1425.09,2025,100
T02014953,O0114953,C01048,Leo Jackson,51,Female,Returning Customer,28-12-2024 00:00,0.673888889,Retail Store,LON-01,London City,United Kingdom,England,London,P027,Security Camera,Electronics,Cameras,2,155.65,10,280.17,229.85,50.33,Debit Card,Completed,Pickup,0,No,Not Returned,Daniel Miller,Not Avl,0,43,311.3,IN Stock,252.153,2024,90
T02011454,O0111454,C02169,Sophia Thomas,51,Female,Consumer,17-10-2022 00:00,0.455659722,Retail Store,COL-01,Cologne Business,Germany,North Rhine-Westphalia,Cologne,P018,Premium Pens,Office Supplies,Writing,2,24.87,0,49.74,29.14,20.59,Bank Transfer,Completed,Pickup,0,No,Not Returned,Noah Wilson,BLACKFRIDAY25,5,86,49.74,IN Stock,49.74,2022,100
T02013587,O0113587,C04916,Lily King,29,Male,New Customer,31-08-2022 00:00,0.723993056,Online,MUC-01,Munich Zentrum,Germany,Bavaria,Munich,P011,Meeting Table,Furniture,Office Furniture,3,924.06,0,2772.18,2207.14,565.04,Credit Card,Completed,Express,1,No,Not Returned,Lucas Moore,SAVE10,5,83,2772.18,IN Stock,2772.18,2022,100
T02015305,O0115305,C01627,Emily Baker,39,Female,New Customer,13-03-2022 00:00,0.6240625,Retail Store,CHI-01,Chicago Loop,United States,Midwest,Chicago,P004,Vision 27 Monitor,Electronics,Monitors,2,353.04,0,706.08,510.54,195.55,Bank Transfer,Completed,Standard,5,No,Not Returned,Ella Lewis,Not Avl,0,53,706.08,IN Stock,706.08,2022,100
T02013329,O0113329,C05436,Henry Baker,33,Female,New Customer,29-07-2022 00:00,0.660335648,Online,TOR-01,Toronto Central,Canada,Ontario,Toronto,P011,Meeting Table,Furniture,Office Furniture,2,893.26,5,1697.2,1411.88,285.32,PayPal,Shipped,Express,2,No,Not Returned,Sophia Brown,Not Avl,5,43,1786.52,IN Stock,1612.34,2022,95
T02003689,O0103689,C01053,Leo Anderson,32,Male,Consumer,05-05-2022 00:00,0.878298611,Online,VAN-01,Vancouver West,Canada,British Columbia,Vancouver,P024,Desk Fan,Appliances,Climate,1,66.21,15,56.28,42.45,13.82,Credit Card,Completed,Express,1,No,Not Returned,Amelia Jackson,SAVE10,3,86,66.21,IN Stock,47.838,2022,85
T02005216,O0105216,C00825,Oscar Baker,31,Female,Consumer,30-10-2024 00:00,0.70005787,Online,LON-01,London City,United Kingdom,England,London,P017,Copy Paper Box,Office Supplies,Paper,1,43.61,0,43.61,35.85,7.77,Debit Card,Completed,Standard,7,No,Not Returned,Michael Clark,Not Avl,5,66,43.61,IN Stock,43.61,2024,100
T02017420,O0117420,C01376,Maya Harris,28,Female,Consumer,21-11-2023 00:00,0.956979167,Online,PAR-01,Paris Central,France,Île-de-France,Paris,P024,Desk Fan,Appliances,Climate,1,68.99,15,58.64,48.73,9.91,Credit Card,Completed,Standard,4,No,Not Returned,Amelia Jackson,Not Avl,5,107,68.99,IN Stock,49.844,2023,85
T02017537,O0117537,C04632,George Lewis,24,Male,Premium,10-05-2024 00:00,0.610798611,Online,LON-01,London City,United Kingdom,England,London,P014,Filing Cabinet,Furniture,Storage,1,250.67,10,225.6,174.7,50.9,Bank Transfer,Completed,Standard,7,No,Not Returned,Emma Carter,CORP5,5,53,250.67,IN Stock,203.04,2024,90
T02016758,O0108379,C04930,Nora Davis,44,Male,Consumer,03-10-2023 00:00,0.5825,Retail Store,SYD-01,Sydney CBD,Australia,New South Wales,Sydney,P026,Webcam HD,Electronics,Cameras,6,91.26,0,547.53,389.07,158.47,PayPal,Completed,Pickup,0,No,Not Returned,Olivia Martin,Not Avl,3,73,547.56,IN Stock,547.53,2023,100
T02011178,O0111178,C00938,Lily White,52,Female,Small Business,28-05-2023 00:00,0.866851852,Online,NYC-01,New York Central,United States,Northeast,New York,P026,Webcam HD,Electronics,Cameras,5,85.39,5,405.61,305.61,100,Apple Pay,Completed,Standard,6,No,Not Returned,Liam Davis,Not Avl,5,81,426.95,IN Stock,385.3295,2023,95
T02014813,O0114813,C01369,Emily Davis,48,Female,Returning Customer,22-09-2025 00:00,0.55474537,Retail Store,AUS-01,Austin Business,United States,South,Austin,P005,Office Keyboard,Electronics,Accessories,5,55.27,0,276.36,179.69,96.66,Credit Card,Returned,Pickup,0,Yes,Damaged,Olivia Martin,Not Avl,5,36,276.35,IN Stock,276.36,2025,100
T02011934,O0111934,C00683,George Jackson,50,Female,Consumer,07-10-2025 00:00,0.972060185,Online,COL-01,Cologne Business,Germany,North Rhine-Westphalia,Cologne,P001,AeroBook 14 Laptop,Electronics,Laptops,1,919.65,0,919.65,722.1,197.55,Credit Card,Completed,Next Day,1,No,Not Returned,James Anderson,Not Avl,5,82,919.65,IN Stock,919.65,2025,100
T02001507,O0100753,C04681,Emma Martin,27,Female,New Customer,20-04-2022 00:00,0.72931713,Online,AUS-01,Austin Business,United States,South,Austin,P019,Notebook Pack,Office Supplies,Paper,1,30.01,0,30.01,19.29,10.72,Cash,Shipped,Next Day,3,No,Not Returned,James Anderson,SUMMER10,0,56,30.01,IN Stock,30.01,2022,100
T02017157,O0117157,C03319,Ella Jones,29,Female,Consumer,03-11-2025 00:00,0.344953704,B2B Portal,PAR-01,Paris Central,France,Île-de-France,Paris,P021,Coffee Machine,Appliances,Kitchen,4,227.91,5,866.04,683.46,182.58,Credit Card,Completed,Standard,4,No,Not Returned,Mia Taylor,BACK2WORK,4,93,911.64,IN Stock,822.738,2025,95
T02014510,O0107255,C02345,Samuel Clark,18,Male,Small Business,28-10-2023 00:00,0.73056713,Online,CHI-01,Chicago Loop,United States,Midwest,Chicago,P001,AeroBook 14 Laptop,Electronics,Laptops,5,921.57,15,3916.66,3584.93,331.73,Credit Card,Completed,Standard,4,No,Not Returned,David Walker,SUMMER10,5,80,4607.85,IN Stock,3329.161,2023,85
T02000869,O0100869,C04921,Freya Brown,48,Female,Consumer,20-05-2024 00:00,0.795034722,Retail Store,MUC-01,Munich Zentrum,Germany,Bavaria,Munich,P017,Copy Paper Box,Office Supplies,Paper,2,41.46,5,78.78,68.96,9.83,Credit Card,Shipped,Standard,6,No,Not Returned,Ella Lewis,BLACKFRIDAY25,5,45,82.92,IN Stock,74.841,2024,95
T02014008,O0114008,C00602,Olivia Green,32,Male,Consumer,18-11-2023 00:00,0.464155093,B2B Portal,TOR-01,Toronto Central,Canada,Ontario,Toronto,P009,Office Chair Pro,Furniture,Office Furniture,2,432.6,10,778.68,633.64,145.04,Credit Card,Processing,Pickup,0,No,Not Returned,Lucas Moore,Not Avl,0,80,865.2,IN Stock,700.812,2023,90
T02008735,O0108735,C04499,William Adams,42,Male,Corporate,07-10-2023 00:00,0.931956019,Online,MUC-01,Munich Zentrum,Germany,Bavaria,Munich,P003,EdgeTab 11 Tablet,Electronics,Tablets,1,472.89,10,425.6,370.75,54.86,Bank Transfer,Shipped,Standard,2,No,Not Returned,Liam Davis,BLACKFRIDAY25,4,72,472.89,IN Stock,383.04,2023,90
T02008354,O0108354,C00946,Leo Smith,54,Female,Consumer,27-09-2023 00:00,0.509548611,Retail Store,MUC-01,Munich Zentrum,Germany,Bavaria,Munich,P018,Premium Pens,Office Supplies,Writing,1,23.9,5,22.71,13.87,8.84,Credit Card,Completed,Pickup,0,No,Not Returned,Olivia Martin,Not Avl,4,104,23.9,IN Stock,21.5745,2023,95
T02003596,O0103596,C00669,Amelia Brown,27,Female,Consumer,25-02-2023 00:00,0.646435185,Online,VAN-01,Vancouver West,Canada,British Columbia,Vancouver,P005,Office Keyboard,Electronics,Accessories,2,60.4,5,114.77,79.85,34.92,Credit Card,Returned,Standard,6,Yes,Wrong Item,Daniel Miller,CORP5,4,67,120.8,IN Stock,109.0315,2023,95
T02000731,O0100365,C04795,Liam Moore,61,Other,Consumer,25-10-2025 00:00,0.499895833,Retail Store,NYC-01,New York Central,United States,Northeast,New York,P028,Backup Drive 2TB,Electronics,Storage,1,141.68,5,134.59,101.54,33.05,Bank Transfer,Cancelled,Standard,4,No,Not Returned,Ella Lewis,Not Avl,4,87,141.68,IN Stock,127.8605,2025,95
T02005717,O0105717,C01423,Ella Anderson,44,Female,Consumer,12-12-2023 00:00,0.750706019,Online,SYD-01,Sydney CBD,Australia,New South Wales,Sydney,P005,Office Keyboard,Electronics,Accessories,4,57.98,15,197.14,147.61,49.53,PayPal,Completed,Standard,2,No,Not Returned,Sophia Brown,Not Avl,0,82,231.92,IN Stock,167.569,2023,85
T02012997,O0112997,C02939,Evelyn Williams,51,Unknown,Consumer,05-07-2025 00:00,0.695231481,B2B Portal,LON-01,London City,United Kingdom,England,London,P028,Backup Drive 2TB,Electronics,Storage,1,142.49,0,142.49,106.62,35.88,Bank Transfer,Completed,Express,1,No,Not Returned,Grace Harris,BLACKFRIDAY25,4,75,142.49,IN Stock,142.49,2025,100
T02003069,O0101534,C03809,Alexander Miller,31,Male,Small Business,15-05-2025 00:00,0.429849537,Online,SYD-01,Sydney CBD,Australia,New South Wales,Sydney,P003,EdgeTab 11 Tablet,Electronics,Tablets,4,526.77,5,2001.74,1721.24,280.51,Apple Pay,Shipped,Pickup,0,No,Not Returned,Henry White,Not Avl,5,84,2107.08,IN Stock,1901.653,2025,95
T02015573,O0107786,C00948,Henry Davis,42,Female,Corporate,30-12-2023 00:00,0.732650463,Online,SYD-01,Sydney CBD,Australia,New South Wales,Sydney,P009,Office Chair Pro,Furniture,Office Furniture,3,462.44,15,1179.21,1028.43,150.78,PayPal,Shipped,Pickup,0,No,Not Returned,Charlotte Thomas,Not Avl,5,79,1387.32,IN Stock,1002.3285,2023,85
T02002050,O0102050,C03463,Freya Allen,39,Male,Consumer,19-03-2024 00:00,0.90625,Online,LA-01,Los Angeles Downtown,United States,West,Los Angeles,P008,SmartDock USB-C,Electronics,Accessories,1,123.33,0,123.33,85.54,37.79,Cash,Completed,Standard,3,No,Not Returned,Henry White,BACK2WORK,4,93,123.33,IN Stock,123.33,2024,100
T02007117,O0107117,C05373,Grace Martin,44,Male,Consumer,25-11-2022 00:00,0.431030093,Retail Store,CHI-01,Chicago Loop,United States,Midwest,Chicago,P025,USB Power Hub,Electronics,Accessories,2,45.41,20,72.65,59.53,13.12,Bank Transfer,Completed,Standard,3,No,Not Returned,Noah Wilson,HOLIDAY20,3,40,90.82,IN Stock,58.12,2022,80
T02001492,O0101492,C03701,William Green,38,Female,Consumer,05-06-2022 00:00,0.573541667,Phone Order,LA-01,Los Angeles Downtown,United States,West,Los Angeles,P007,NoiseCancel Headset,Electronics,Audio,1,154.58,0,154.58,102.32,52.26,Debit Card,Shipped,Standard,6,No,Not Returned,Mia Taylor,Not Avl,5,56,154.58,IN Stock,154.58,2022,100
T02014724,O0114724,C02608,Samuel Clark,33,Female,Consumer,16-07-2025 00:00,0.681122685,B2B Portal,LA-01,Los Angeles Downtown,United States,West,Los Angeles,P023,Portable Heater,Appliances,Climate,3,94.69,5,269.86,201.95,67.9,Cash,Shipped,Standard,5,No,Not Returned,Noah Wilson,SUMMER10,4,71,284.07,IN Stock,256.367,2025,95
T02013580,O0113580,C02396,Sophie Johnson,27,Female,Premium,03-06-2024 00:00,0.742210648,Retail Store,MUC-01,Munich Zentrum,Germany,Bavaria,Munich,P001,AeroBook 14 Laptop,Electronics,Laptops,1,896.58,0,896.58,693.92,202.65,Apple Pay,Completed,Pickup,0,No,Not Returned,David Walker,BACK2WORK,4,61,896.58,IN Stock,896.58,2024,100
T02011418,O0105709,C04737,Michael Thompson,32,Male,Small Business,12-09-2023 00:00,0.577453704,B2B Portal,MUC-01,Munich Zentrum,Germany,Bavaria,Munich,P016,Laser Toner,Office Supplies,Consumables,2,117.97,15,200.54,191.2,9.35,Credit Card,Completed,Next Day,3,No,Not Returned,Emma Carter,Not Avl,4,96,235.94,IN Stock,170.459,2023,85
T02011575,O0111575,C01868,Lucas Harris,61,Female,Corporate,12-10-2023 00:00,0.60693287,B2B Portal,AUS-01,Austin Business,United States,South,Austin,P007,NoiseCancel Headset,Electronics,Audio,1,151.3,5,143.73,98.79,44.94,PayPal,Completed,Standard,9,No,Not Returned,David Walker,Not Avl,3,44,151.3,IN Stock,136.5435,2023,95
T02007821,O0107821,C03858,Liam Wright,45,Female,Consumer,08-03-2024 00:00,0.567569444,Retail Store,MUC-01,Munich Zentrum,Germany,Bavaria,Munich,P022,Air Purifier,Appliances,Home Office,3,315.32,0,945.97,711.57,234.4,Apple Pay,Completed,Standard,5,No,Not Returned,Olivia Martin,CORP5,2,48,945.96,IN Stock,945.97,2024,100
T02001314,O0101314,C05264,Aria Allen,48,Female,Consumer,25-06-2022 00:00,0.415208333,B2B Portal,MUC-01,Munich Zentrum,Germany,Bavaria,Munich,P006,Precision Mouse,Electronics,Accessories,4,39.52,10,142.27,94.74,47.53,PayPal,Shipped,Standard,3,No,Not Returned,Charlotte Thomas,BACK2WORK,1,51,158.08,IN Stock,128.043,2022,90
T02004107,O0104107,C00924,Benjamin Wilson,50,Female,Consumer,05-06-2025 00:00,0.662604167,Online,PAR-01,Paris Central,France,Île-de-France,Paris,P005,Office Keyboard,Electronics,Accessories,4,55.87,0,223.5,146.63,76.87,Credit Card,Completed,Standard,4,No,Not Returned,Grace Harris,Not Avl,5,76,223.48,IN Stock,223.5,2025,100
T02011291,O0111291,C02977,Sophie Adams,40,Female,Consumer,23-05-2025 00:00,0.656238426,Online,LON-01,London City,United Kingdom,England,London,P004,Vision 27 Monitor,Electronics,Monitors,1,325.89,0,325.89,247.71,78.18,Credit Card,Completed,Standard,4,No,Not Returned,Michael Clark,SPRING15,4,78,325.89,IN Stock,325.89,2025,100
T02013391,O0113391,C04014,George Williams,37,Male,Consumer,14-06-2024 00:00,0.438194444,Retail Store,LON-01,London City,United Kingdom,England,London,P016,Laser Toner,Office Supplies,Consumables,1,112.73,0,112.73,88.48,24.24,PayPal,Returned,Pickup,0,Yes,Changed Mind,Ella Lewis,BLACKFRIDAY25,4,44,112.73,IN Stock,112.73,2024,100
T02014801,O0114801,C01935,James Allen,31,Female,Small Business,23-03-2025 00:00,0.43755787,Retail Store,CHI-01,Chicago Loop,United States,Midwest,Chicago,P005,Office Keyboard,Electronics,Accessories,1,59.1,5,56.15,39.05,17.09,Debit Card,Processing,Pickup,0,No,Not Returned,Noah Wilson,Not Avl,5,131,59.1,IN Stock,53.3425,2025,95
T02007066,O0107066,C05357,James Williams,40,Male,Returning Customer,15-08-2025 00:00,0.510381944,Retail Store,MUC-01,Munich Zentrum,Germany,Bavaria,Munich,P019,Notebook Pack,Office Supplies,Paper,1,28.27,0,28.27,16.89,11.38,PayPal,Shipped,Pickup,0,No,Not Returned,Henry White,SAVE10,0,90,28.27,IN Stock,28.27,2025,100
T02014645,O0114645,C02770,Nora Thompson,49,Female,Consumer,13-12-2024 00:00,0.961898148,Online,NYC-01,New York Central,United States,Northeast,New York,P003,EdgeTab 11 Tablet,Electronics,Tablets,1,507.03,10,456.33,392.23,64.09,Credit Card,Returned,Standard,5,Yes,Late Delivery,Liam Davis,CORP5,0,76,507.03,IN Stock,410.697,2024,90
T02014998,O0114998,C00500,Hannah Smith,48,Female,Small Business,15-06-2023 00:00,0.810949074,Online,NYC-01,New York Central,United States,Northeast,New York,P015,Printer Plus,Office Supplies,Printers,4,290.5,0,1162.02,965.62,196.39,Apple Pay,Completed,Standard,4,No,Not Returned,Olivia Martin,BACK2WORK,0,71,1162,IN Stock,1162.02,2023,100
T02011495,O0111495,C05089,Benjamin Anderson,18,Male,Small Business,26-10-2023 00:00,0.794953704,Online,LON-01,London City,United Kingdom,England,London,P020,Presentation Kit,Office Supplies,Presentation,5,85.08,0,425.38,280.12,145.26,Credit Card,Completed,Next Day,3,No,Not Returned,Michael Clark,Not Avl,4,73,425.4,IN Stock,425.38,2023,100
T02001626,O0101626,C05564,Maya Johnson,46,Male,Consumer,23-10-2025 00:00,0.529872685,Retail Store,CHI-01,Chicago Loop,United States,Midwest,Chicago,P028,Backup Drive 2TB,Electronics,Storage,1,140.73,0,140.73,98.45,42.28,PayPal,Completed,Standard,1,No,Not Returned,Sophia Brown,BLACKFRIDAY25,4,79,140.73,IN Stock,140.73,2025,100
T02014949,O0114949,C01555,Freya Thomas,25,Male,Consumer,14-09-2025 00:00,0.56181713,Phone Order,CHI-01,Chicago Loop,United States,Midwest,Chicago,P016,Laser Toner,Office Supplies,Consumables,2,116.53,5,221.4,180.7,40.7,PayPal,Shipped,Standard,6,No,Not Returned,Henry White,BACK2WORK,4,65,233.06,IN Stock,210.33,2025,95
T02006121,O0103060,C02716,Unknown Customer,49,Female,Consumer,05-09-2022 00:00,0.501898148,Retail Store,LON-01,London City,United Kingdom,England,London,P014,Filing Cabinet,FURNITURE,Storage,1,267.89,0,267.89,185.29,82.6,PayPal,Shipped,Pickup,0,No,Not Returned,Charlotte Thomas,Not Avl,4,94,267.89,IN Stock,267.89,2022,100
T02004999,O0104999,C04542,Isla Martin,25,Female,Consumer,09-10-2025 00:00,0.569675926,Retail Store,LON-01,London City,United Kingdom,England,London,P025,USB Power Hub,Electronics,Accessories,4,49.35,5,187.53,130.19,57.34,Bank Transfer,Completed,Pickup,0,No,Not Returned,James Anderson,Not Avl,0,52,197.4,IN Stock,178.1535,2025,95
T02000746,O0100373,C04097,Grace Thompson,39,Female,Small Business,22-09-2025 00:00,0.562800926,Retail Store,COL-01,Cologne Business,Germany,North Rhine-Westphalia,Cologne,P024,Desk Fan,Appliances,Climate,1,68.66,0,68.66,45.47,23.19,PayPal,Completed,Pickup,0,No,Not Returned,Ella Lewis,Not Avl,5,84,68.66,IN Stock,68.66,2025,100
T02011857,O0111857,C03294,Oscar Baker,39,Female,Corporate,27-12-2022 00:00,0.502002315,B2B Portal,NYC-01,New York Central,United States,Northeast,New York,P012,Ergo Footrest,Furniture,Office Furniture,3,81.79,10,220.83,152.97,67.87,PayPal,Completed,Standard,4,No,Not Returned,Emma Carter,SUMMER10,3,41,245.37,IN Stock,198.747,2022,90
T02006418,O0106418,C02967,David Young,45,Female,Consumer,15-10-2023 00:00,0.508229167,Retail Store,SYD-01,Sydney CBD,Australia,New South Wales,Sydney,P010,Standing Desk,Furniture,Office Furniture,1,690.42,5,655.9,526.31,129.59,Credit Card,Completed,Pickup,0,No,Not Returned,Emma Carter,BLACKFRIDAY25,2,98,690.42,IN Stock,623.105,2023,95
T02001094,O0101094,C00264,Evelyn Hall,29,Male,Consumer,07-11-2023 00:00,0.539479167,Retail Store,VAN-01,Vancouver West,Canada,British Columbia,Vancouver,P023,Portable Heater,Appliances,Climate,2,96.51,15,164.07,136.08,27.99,Debit Card,Completed,Pickup,0,No,Not Returned,Sophia Brown,HOLIDAY20,3,44,193.02,IN Stock,139.4595,2023,85
T02013173,O0113173,C01495,Noah Johnson,46,Female,Consumer,17-01-2023 00:00,0.496770833,Retail Store,LON-01,London City,United Kingdom,England,London,P016,Laser Toner,Office Supplies,Consumables,2,118.43,0,236.85,186.41,50.44,Credit Card,Processing,Pickup,0,No,Not Returned,Henry White,HOLIDAY20,5,60,236.86,IN Stock,236.85,2023,100
T02015609,O0107804,C00881,Freya Allen,33,Female,Corporate,29-03-2024 00:00,0.625497685,Online,PAR-01,Paris Central,France,Île-de-France,Paris,P017,Copy Paper Box,Office Supplies,Paper,1,43.34,0,43.34,35.56,7.78,Credit Card,Completed,Standard,4,No,Not Returned,Daniel Miller,Not Avl,4,67,43.34,IN Stock,43.34,2024,100
T02016293,O0116293,C00334,Evelyn Scott,34,Female,Consumer,04-05-2024 00:00,0.637256944,Retail Store,LON-01,London City,United Kingdom,England,London,P007,NoiseCancel Headset,Electronics,Audio,2,141.69,5,269.21,190.72,78.49,Credit Card,Completed,Pickup,0,No,Not Returned,James Anderson,BLACKFRIDAY25,5,105,283.38,IN Stock,255.7495,2024,95
T02012266,O0112266,C03190,Amelia White,41,Female,Returning Customer,30-06-2025 00:00,0.739340278,Retail Store,COL-01,Cologne Business,Germany,North Rhine-Westphalia,Cologne,P027,Security Camera,Electronics,Cameras,2,160.53,0,321.05,236.87,84.18,Debit Card,Completed,Pickup,0,No,Not Returned,Mia Taylor,Not Avl,5,86,321.06,IN Stock,321.05,2025,100
T02008635,O0108635,C03908,James Baker,32,Female,Corporate,04-01-2022 00:00,0.773252315,Online,LON-01,London City,United Kingdom,England,London,P001,AeroBook 14 Laptop,Electronics,Laptops,1,949.33,5,901.86,710.15,191.72,Credit Card,Shipped,Standard,5,No,Not Returned,Charlotte Thomas,Not Avl,0,93,949.33,IN Stock,856.767,2022,95
